id,source,location,stars,text_raw,text_clean,aspects,aspects_labels,keyword_matched,polarity_auto,polarity_manual,needs_review,notes,date
5beb1bc5f9,google_maps,CTP Iasi - Headquarters,1,"Controlorii sunt dintr-o categorie ,,speciala'' de oameni.....S-a intamplat (din nou, ce surpriza!) sa nu elibereze posul din mijlocul unui tramvai 7 bilet de calatorie.Nu este prima data cand se intampla,mai vorbea lumea ca a patit la fel.Problema este ca oamenii nu mai actioneaza pt. o suma de 2,5 sau 5 lei daca iti incerci norocul a doua oara, mai ales ca ei te trimit la banca pt.a recupera suma.Mergi acolo ca prostul ca sa afli ca nu poti recupera nimic, insa bilet cu bilet asa se aduna sigur o suma considerabila la sfarsitul lunii :)

Am luat ulterior bilet de la posul din spate, apoi am vazut ca s-a urcat un controlor si i-am semnalat problema.Atitudinea de 2 bani, ca si cum abia astepta sa-mi dea amenda, crezand ca nu am bilet deloc:,,PAI SI AVETI BILET ACUMA sau nu??Aratati-l.'' Dezamagit ca nu m-a prins, mi-a reprosat ca nu trebuia sa incerc si a doua oara cand am vazut ca prima data nu mi-a eliberat bilet, ca trebuia sa merg la vataman in fata sa ii spun.Cum sa merg cu banda aia galben cu negru pusa frumos si usile blocate ca sa nu il contamineze nimeni cu Covid?A luat cheia de la acesta si a deblocat posul, a bajbait ca eh se mai intampla, se blocheaza hartia.Nu este problema mea, banii i-ati incasat dar bilete nu am primit.Mi-a dat bonul blocat din aparat si mi-a zis sa sun la telefon verde.Nu am mai verificat, fiindca ma grabeam, acasa am vazut ca acela nu era bonul meu ci al cuiva care urcase inaintea mea cu vreo 10 minute.Si ar fi trebuit sa primesc 2, pt. cele 2 sume retrase, insa am primit ultimul, botit care cica bloca aparatul.PENIBIL.Nici nu am vazut apoi sa verifice daca va functiona corect pt.urmatorii calatori, sau sa marcheze in vreun fel aparatul sa stie lumea sa nu mai ''doneze'' cate 2, 5 lei.

In alte dati se intampla sa privesc pe fereastra si controlorul sa vina in dreptul meu, ca si cum se asteapta sa ii vad silueta cu coada ochiului sau poate al treilea ochi.De cand sunt aici de 5 ani o singura data am auzit un controlor care spunea ''Biletul va rog'' si ,, Multumesc'' dupa ce il verifica si mi-l inapoia.","controlorii sunt dintr-o categorie ,,speciala'' de oameni.....s-a intamplat din nou, ce surpriza! sa nu elibereze posul din mijlocul unui tramvai 7 bilet de calatorie.nu este prima data cand se intampla,mai vorbea lumea ca a patit la fel.problema este ca oamenii nu mai actioneaza pt. o suma de 2,5 sau 5 lei daca iti incerci norocul a doua oara, mai ales ca ei te trimit la banca pt.a recupera suma.mergi acolo ca prostul ca sa afli ca nu poti recupera nimic, insa bilet cu bilet asa se aduna sigur o suma considerabila la sfarsitul lunii : am luat ulterior bilet de la posul din spate, apoi am vazut ca s-a urcat un controlor si i-am semnalat problema.atitudinea de 2 bani, ca si cum abia astepta sa-mi dea amenda, crezand ca nu am bilet deloc:,,pai si aveti bilet acuma sau nu??aratati-l.'' dezamagit ca nu m-a prins, mi-a reprosat ca nu trebuia sa incerc si a doua oara cand am vazut ca prima data nu mi-a eliberat bilet, ca trebuia sa merg la vataman in fata sa ii spun.cum sa merg cu banda aia galben cu negru pusa frumos si usile blocate ca sa nu il contamineze nimeni cu covid?a luat cheia de la acesta si a deblocat posul, a bajbait ca eh se mai intampla, se blocheaza hartia.nu este problema mea, banii i-ati incasat dar bilete nu am primit.mi-a dat bonul blocat din aparat si mi-a zis sa sun la telefon verde.nu am mai verificat, fiindca ma grabeam, acasa am vazut ca acela nu era bonul meu ci al cuiva care urcase inaintea mea cu vreo 10 minute.si ar fi trebuit sa primesc 2, pt. cele 2 sume retrase, insa am primit ultimul, botit care cica bloca aparatul.penibil.nici nu am vazut apoi sa verifice daca va functiona corect pt.urmatorii calatori, sau sa marcheze in vreun fel aparatul sa stie lumea sa nu mai ''doneze'' cate 2, 5 lei. in alte dati se intampla sa privesc pe fereastra si controlorul sa vina in dreptul meu, ca si cum se asteapta sa ii vad silueta cu coada ochiului sau poate al treilea ochi.de cand sunt aici de 5 ani o singura data am auzit un controlor care spunea ''biletul va rog'' si ,, multumesc'' dupa ce il verifica si mi-l inapoia.",bilet,Validare bilet / E-ticketing,aparat,NEG,,NO,,
1552009ba1,google_maps,CTP Iasi - Headquarters,1,Am stat 2 zile la rand mai mult de 30 de minute la Metro pana a venit un autobuz 20. Dupa ora 17:00,am stat 2 zile la rand mai mult de 30 de minute la metro pana a venit un autobuz 20. dupa ora 17:00,punctualitate,Punctualitate / Întârzieri,30 de minute,NEG,,NO,,
e37699e26b,google_maps,CTP Iasi - Headquarters,1,Nu se mai dezinfecteaza autobuzele de pe traseul dancu tatarasi .iar soferii raspund cu impertinenta cand sunt intrebati de ce dau voie tiganilor si copiilor lor in autobuz fara masca si bilet .RUSINE si INCONSTIENTA .Data viitoare sun la 112.,nu se mai dezinfecteaza autobuzele de pe traseul dancu tatarasi .iar soferii raspund cu impertinenta cand sunt intrebati de ce dau voie tiganilor si copiilor lor in autobuz fara masca si bilet .rusine si inconstienta .data viitoare sun la 112.,bilet,Validare bilet / E-ticketing,bilet,NEG,,NO,,
732fb7092f,google_maps,CTP Iasi - Headquarters,1,Soferii nu poarta masca!!!,soferii nu poarta masca!!!,OTHER,Nedetectat,,NEG,,YES,,
0d7781f2be,google_maps,CTP Iasi - Headquarters,1,Autobuze la fel de aglomerate chiar si in pandemie.Nicio masura de protectie sau distantare.,autobuze la fel de aglomerate chiar si in pandemie.nicio masura de protectie sau distantare.,aglomeratie,Aglomerație,aglomerat,NEG,,NO,,
b5ba8a4061,google_maps,CTP Iasi - Headquarters,4,Mi-a plăcut locația,mi-a plăcut locația,OTHER,Nedetectat,,POS,,YES,,
484dd9db5a,google_maps,CTP Iasi - Headquarters,5,Amplasarea.,amplasarea.,OTHER,Nedetectat,,POS,,YES,,
426677a24c,google_maps,CTP Iasi - Headquarters,4,Speram in modernizarea transportului public din Iasi.,speram in modernizarea transportului public din iasi.,OTHER,Nedetectat,,POS,,YES,,
64b25d8e63,google_maps,CTP Iasi - Headquarters,1,"Regula de a nu opri in statie atunci când nu mai sunt scaune libere, este pentru toți șoferii sau doar pentru unii(care e mai smecher)? Întreb pentru a sti pe viitor, ca sa nu ma mai enervez cand stau in statie pregătită să urc(fara a fi cu nasul in telefon sau alta preocupatie) si șoferul sa nu aibe bunul simt macar sa opreasca(din mers nu se vede mare scofală, dara să mai bată si soarele in geam)","regula de a nu opri in statie atunci când nu mai sunt scaune libere, este pentru toți șoferii sau doar pentru unii care e mai smecher ? întreb pentru a sti pe viitor, ca sa nu ma mai enervez cand stau in statie pregătită să urc fara a fi cu nasul in telefon sau alta preocupatie si șoferul sa nu aibe bunul simt macar sa opreasca din mers nu se vede mare scofală, dara să mai bată si soarele in geam",sofer,Comportament șofer / personal,șofer,NEG,,NO,,
64b25d8e63,google_maps,CTP Iasi - Headquarters,1,"Regula de a nu opri in statie atunci când nu mai sunt scaune libere, este pentru toți șoferii sau doar pentru unii(care e mai smecher)? Întreb pentru a sti pe viitor, ca sa nu ma mai enervez cand stau in statie pregătită să urc(fara a fi cu nasul in telefon sau alta preocupatie) si șoferul sa nu aibe bunul simt macar sa opreasca(din mers nu se vede mare scofală, dara să mai bată si soarele in geam)","regula de a nu opri in statie atunci când nu mai sunt scaune libere, este pentru toți șoferii sau doar pentru unii care e mai smecher ? întreb pentru a sti pe viitor, ca sa nu ma mai enervez cand stau in statie pregătită să urc fara a fi cu nasul in telefon sau alta preocupatie si șoferul sa nu aibe bunul simt macar sa opreasca din mers nu se vede mare scofală, dara să mai bată si soarele in geam",informatii_statie,Informații stație / Panouri,nu se vede,NEG,,NO,,
c0ab86339f,google_maps,CTP Iasi - Headquarters,1,Autobuzul 20 merge din 30 in 30 de minute,autobuzul 20 merge din 30 in 30 de minute,punctualitate,Punctualitate / Întârzieri,30 de minute,NEG,,NO,,
5ac892666e,google_maps,CTP Iasi - Headquarters,1,"Sunt persoane care încep programul de lucru  la ora 09.00, ar trebui ca transportul sa fie prelungit măcar cu o jumătate de ora.","sunt persoane care încep programul de lucru la ora 09.00, ar trebui ca transportul sa fie prelungit măcar cu o jumătate de ora.",OTHER,Nedetectat,,NEG,,YES,,
359bd911a7,google_maps,CTP Iasi - Headquarters,1,"Nu inteleg de ce scumpiti abonamentele de elevi si studenti pe zona 2. De la 55 de lei sa ajunga la 70...De toata jena.
Bine ca abonamentele pe zona 1 ai ramas 40 de lei. Nu mi se pare corect. Daca nu readuceti abonamentele pe zona 2 la pretul initial, va fac o panarama de nu va vedeti.","nu inteleg de ce scumpiti abonamentele de elevi si studenti pe zona 2. de la 55 de lei sa ajunga la 70...de toata jena. bine ca abonamentele pe zona 1 ai ramas 40 de lei. nu mi se pare corect. daca nu readuceti abonamentele pe zona 2 la pretul initial, va fac o panarama de nu va vedeti.",bilet,Validare bilet / E-ticketing,abonament,NEG,,NO,,
74db6d6a77,google_maps,CTP Iasi - Headquarters,1,"V-ati gandit voi sa nu mai dati abonamente reduse studentilor care nu au resedinta in Iasi... ce sa mai zic,  dupa ce ca stateam in frig sa asteptam o groaza, dupa inghesuiti in jeg si aer inchis, s-au decis niste capete patrate ca trebuie sa platesti mai mult pe un abonament.","v-ati gandit voi sa nu mai dati abonamente reduse studentilor care nu au resedinta in iasi... ce sa mai zic, dupa ce ca stateam in frig sa asteptam o groaza, dupa inghesuiti in jeg si aer inchis, s-au decis niste capete patrate ca trebuie sa platesti mai mult pe un abonament.",aer_conditionat,Aer condiționat / Căldură,frig,NEG,,NO,,
74db6d6a77,google_maps,CTP Iasi - Headquarters,1,"V-ati gandit voi sa nu mai dati abonamente reduse studentilor care nu au resedinta in Iasi... ce sa mai zic,  dupa ce ca stateam in frig sa asteptam o groaza, dupa inghesuiti in jeg si aer inchis, s-au decis niste capete patrate ca trebuie sa platesti mai mult pe un abonament.","v-ati gandit voi sa nu mai dati abonamente reduse studentilor care nu au resedinta in iasi... ce sa mai zic, dupa ce ca stateam in frig sa asteptam o groaza, dupa inghesuiti in jeg si aer inchis, s-au decis niste capete patrate ca trebuie sa platesti mai mult pe un abonament.",bilet,Validare bilet / E-ticketing,abonament,NEG,,NO,,
16034aa081,google_maps,CTP Iasi - Headquarters,3,Se misca in bine!,se misca in bine!,OTHER,Nedetectat,,NEU,,YES,,
7652348043,google_maps,CTP Iasi - Headquarters,1,Daca aceasta companie ar primi 1 leu pentru fiecare plangere s-ar tripla cifra de afaceri.,daca aceasta companie ar primi 1 leu pentru fiecare plangere s-ar tripla cifra de afaceri.,OTHER,Nedetectat,,NEG,,YES,,
b7d9609bba,google_maps,CTP Iasi - Headquarters,1,Pana si o testoasa se misca mai repede decat autobuzele CTP. 😁😎🤝,pana si o testoasa se misca mai repede decat autobuzele ctp.,OTHER,Nedetectat,,NEG,,YES,,
2e7de83546,google_maps,CTP Iasi - Headquarters,1,"27 noiembrie.Stai jumatate de ora in statie,dupa care vin 2 autobuze ambele 30 unul dupa altul,primul foarte aglomerat,astept sa opreasca celalalt care este mai liber,dar surpriza,celalalt nu mai opreste,sau poate inteleg eu gresit ca este datoria lor sa opreasca in fiecare statie!Frumos!","27 noiembrie.stai jumatate de ora in statie,dupa care vin 2 autobuze ambele 30 unul dupa altul,primul foarte aglomerat,astept sa opreasca celalalt care este mai liber,dar surpriza,celalalt nu mai opreste,sau poate inteleg eu gresit ca este datoria lor sa opreasca in fiecare statie!frumos!",aglomeratie,Aglomerație,aglomerat,NEG,,NO,,
066232fc14,google_maps,CTP Iasi - Headquarters,5,Un loc plin de inteligență.,un loc plin de inteligență.,aglomeratie,Aglomerație,plin,POS,,NO,,
2d5826bd15,google_maps,CTP Iasi - Headquarters,1,Nu se respecta de loc programul afisat pe aplicatia movit,nu se respecta de loc programul afisat pe aplicatia movit,OTHER,Nedetectat,,NEG,,YES,,
1c3d9f83f2,google_maps,CTP Iasi - Headquarters,1,"Servicii de toata jena. Soferii nu respecta orele de plecare. Nu poti să-ți faci un program.
Schimbati sistemul de abonamente, e din anii '90","servicii de toata jena. soferii nu respecta orele de plecare. nu poti să-ți faci un program. schimbati sistemul de abonamente, e din anii '90",bilet,Validare bilet / E-ticketing,abonament,NEG,,NO,,
7624646e22,google_maps,CTP Iasi - Headquarters,1,"Calitate de tot jenul, controlori prosti, miroase urat, uneori nici nu merge aerul conditionat","calitate de tot jenul, controlori prosti, miroase urat, uneori nici nu merge aerul conditionat",sofer,Comportament șofer / personal,controlor,NEG,,NO,,
7624646e22,google_maps,CTP Iasi - Headquarters,1,"Calitate de tot jenul, controlori prosti, miroase urat, uneori nici nu merge aerul conditionat","calitate de tot jenul, controlori prosti, miroase urat, uneori nici nu merge aerul conditionat",aer_conditionat,Aer condiționat / Căldură,aer,NEG,,NO,,
7624646e22,google_maps,CTP Iasi - Headquarters,1,"Calitate de tot jenul, controlori prosti, miroase urat, uneori nici nu merge aerul conditionat","calitate de tot jenul, controlori prosti, miroase urat, uneori nici nu merge aerul conditionat",bilet,Validare bilet / E-ticketing,nu merge,NEG,,NO,,
17b2867dd5,google_maps,CTP Iasi - Headquarters,1,"Domnii “ controlori” nici macar nu stiu sa vorbeasca clar si concis atunci cand trebuie sa aplice o sancțiune. Astfel incat, sa nu se inteleaga nimic si sa fie achitata suma pe care poate daca ar înmâna-o corespunzător cui trebuie (“administratorilor”), acesta din urma i ar înlocui cu persoane mult mai competente, calme, umane si educate. Niste mizerii.","domnii controlori nici macar nu stiu sa vorbeasca clar si concis atunci cand trebuie sa aplice o sancțiune. astfel incat, sa nu se inteleaga nimic si sa fie achitata suma pe care poate daca ar înmâna-o corespunzător cui trebuie administratorilor , acesta din urma i ar înlocui cu persoane mult mai competente, calme, umane si educate. niste mizerii.",sofer,Comportament șofer / personal,controlor,NEG,,NO,,
2536b7abd6,google_maps,CTP Iasi - Headquarters,4,Locul de unde incepe miscarea in oras.Se poate vizita si muzeul transportului in Tudor Vladimirescu.,locul de unde incepe miscarea in oras.se poate vizita si muzeul transportului in tudor vladimirescu.,OTHER,Nedetectat,,POS,,YES,,
e1f1de429d,google_maps,CTP Iasi - Headquarters,1,Toate autobuzele vin foarte greu. Imbatranesti in statii.,toate autobuzele vin foarte greu. imbatranesti in statii.,OTHER,Nedetectat,,NEG,,YES,,
8a031460f2,google_maps,CTP Iasi - Headquarters,1,"Pe autobuzele traseului 41, se pare ca pornirea aerului conditionat e la fel de complicata ca pornirea unui reactor nuclear. Le e atat de greu soferilor sa porneasca aerul ala atunci cand temperatura in autobuz e de 40?","pe autobuzele traseului 41, se pare ca pornirea aerului conditionat e la fel de complicata ca pornirea unui reactor nuclear. le e atat de greu soferilor sa porneasca aerul ala atunci cand temperatura in autobuz e de 40?",aer_conditionat,Aer condiționat / Căldură,aer,NEG,,NO,,
4d1634531b,google_maps,CTP Iasi - Headquarters,1,"De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...","de tot râsul....niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9... am așteptat 10 min in tramvai...fiind foarte cald am coborât ...la 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..nu mi a mai permis sa urc...asta s a intamplat la capăt cug... acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu... rusineeee...",punctualitate,Punctualitate / Întârzieri,aștept,NEG,,NO,,
4d1634531b,google_maps,CTP Iasi - Headquarters,1,"De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...","de tot râsul....niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9... am așteptat 10 min in tramvai...fiind foarte cald am coborât ...la 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..nu mi a mai permis sa urc...asta s a intamplat la capăt cug... acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu... rusineeee...",aer_conditionat,Aer condiționat / Căldură,cald,NEG,,NO,,
4d1634531b,google_maps,CTP Iasi - Headquarters,1,"De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...","de tot râsul....niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9... am așteptat 10 min in tramvai...fiind foarte cald am coborât ...la 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..nu mi a mai permis sa urc...asta s a intamplat la capăt cug... acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu... rusineeee...",bilet,Validare bilet / E-ticketing,bilet,NEG,,NO,,
c50d30c66c,google_maps,CTP Iasi - Headquarters,5,Am avut ghinionul sa nu primesc bon la un πOS.,am avut ghinionul sa nu primesc bon la un πos.,OTHER,Nedetectat,,POS,,YES,,
88c1f87d8d,google_maps,CTP Iasi - Headquarters,1,Sa stai 25 minute in Bucium sa sa astepti un amarat de autobuz sa te duca la serviciu....jenant pt CTP....RUSINE!!!,sa stai 25 minute in bucium sa sa astepti un amarat de autobuz sa te duca la serviciu....jenant pt ctp....rusine!!!,OTHER,Nedetectat,,NEG,,YES,,
e67747861d,google_maps,CTP Iasi - Headquarters,1,Iarăși POS-urile nu dau bon. Achiti de mai multe ori aceiași călătorie. Teapa. Autobunul 58 de pe ruta 46 Iasi,iarăși pos-urile nu dau bon. achiti de mai multe ori aceiași călătorie. teapa. autobunul 58 de pe ruta 46 iasi,bilet,Validare bilet / E-ticketing,pos,NEG,,NO,,
6ee938aa51,google_maps,CTP Iasi - Headquarters,1,"Bataie de joc! Astept de 30 de minute autobuzul 30 sau 30b, de parca nu as fi in oraș si la țară. Ce fac soferii? Stau la capăt, ca să se întâlnească la o barfa? Dupa mine nu aș acorda nicio stea!","bataie de joc! astept de 30 de minute autobuzul 30 sau 30b, de parca nu as fi in oraș si la țară. ce fac soferii? stau la capăt, ca să se întâlnească la o barfa? dupa mine nu aș acorda nicio stea!",punctualitate,Punctualitate / Întârzieri,30 de minute,NEG,,NO,,
58e2825b82,google_maps,CTP Iasi - Headquarters,1,"15.07.2019 ora 15.15 in statia Bazar cea după Selgros nu a oprit autobuzul 43 C..nu a apucat să văd nr.că avea și vitezä..se grăbea la cafea..nesimţitul de șofer!
Specific că eram două persoane în staţie!",15.07.2019 ora 15.15 in statia bazar cea după selgros nu a oprit autobuzul 43 c..nu a apucat să văd nr.că avea și vitezä..se grăbea la cafea..nesimţitul de șofer! specific că eram două persoane în staţie!,sofer,Comportament șofer / personal,șofer,NEG,,NO,,
80c4ad70ec,google_maps,CTP Iasi - Headquarters,1,Automatul de bilete din tg cucu da numai un bilet atunci cand platesti pentru 2. Aveti de gand sa faceti ceva ?,automatul de bilete din tg cucu da numai un bilet atunci cand platesti pentru 2. aveti de gand sa faceti ceva ?,bilet,Validare bilet / E-ticketing,bilet,NEG,,NO,,
39ea7eba76,google_maps,CTP Iasi - Headquarters,1,"Atitudinea şoferilor lasă de dorit.
De când nu este permisă urcarea pasagerilor pe uşa din față? Şi dacă e aşa, şoferul trebuie sa țipe la noi, spunându-ne asta?!
Valabil pentru şoferul care era pe linia 28 astăzi, la ora 15:29, în Pod Roş.","atitudinea şoferilor lasă de dorit. de când nu este permisă urcarea pasagerilor pe uşa din față? şi dacă e aşa, şoferul trebuie sa țipe la noi, spunându-ne asta?! valabil pentru şoferul care era pe linia 28 astăzi, la ora 15:29, în pod roş.",sofer,Comportament șofer / personal,atitudine,NEG,,NO,,
1249e07368,google_maps,CTP Iasi - Headquarters,3,Este ok pt ITP cînd nu te poți învoi de la serviciu și vii după ora 16.,este ok pt itp cînd nu te poți învoi de la serviciu și vii după ora 16.,siguranta_nocturna,Siguranță nocturnă,după ora,NEU,,YES,,
3201050ae5,google_maps,CTP Iasi - Headquarters,5,"O companie care ar functiona foarte bine daca nu ar avea probleme financiare
In toate tarile dezvoltate transportul public local este subventionat neconditionat , dar la noi ca la nimeni cand este vorba de alegeri sau alte probleme politice intram in datorii...Interesant nu credeti ?","o companie care ar functiona foarte bine daca nu ar avea probleme financiare in toate tarile dezvoltate transportul public local este subventionat neconditionat , dar la noi ca la nimeni cand este vorba de alegeri sau alte probleme politice intram in datorii...interesant nu credeti ?",OTHER,Nedetectat,,POS,,YES,,
799d24470f,google_maps,CTP Iasi - Headquarters,5,Mulțumesc întregii companii și celor care au pus în aplicare proiectul ca în noaptea de Paști ortodox să circule pe anumite trasee câte un autobuz și/sau tramvai.,mulțumesc întregii companii și celor care au pus în aplicare proiectul ca în noaptea de paști ortodox să circule pe anumite trasee câte un autobuz și sau tramvai.,siguranta_nocturna,Siguranță nocturnă,noaptea,POS,,NO,,
3867e3d8f9,google_maps,CTP Iasi - Headquarters,1,"Aveți niște angajați foarte needucați. Șoferul de astăzi de pe autobuzul 42 avea un comportament care lasa de dorit; poate mi s-a părut mie, dar îmi făcea ochi dulci, iar asta a fost scârbos, grețos și ce mai vreți voi. Penibil!","aveți niște angajați foarte needucați. șoferul de astăzi de pe autobuzul 42 avea un comportament care lasa de dorit; poate mi s-a părut mie, dar îmi făcea ochi dulci, iar asta a fost scârbos, grețos și ce mai vreți voi. penibil!",sofer,Comportament șofer / personal,șofer,NEG,,NO,,
48bd780303,google_maps,CTP Iasi - Headquarters,1,"Majoritatea soferilor de autobuze sunt nesimintiti! Autobuzul 52, ma apropii de el in statia Terminus, fiind in apropiere si cu genti grele. Nu-mi deschide, aratandu-mi sa merg in statie ( P. Alexandru cel Bun) si in aceeasi secunda porneste din loc. Ajung la fuga, cu inima la gat in statie, ca sa inchida usile fix in fata mea!  Nu e unicul caz cand atitudinea soferilor lasa de dorit!","majoritatea soferilor de autobuze sunt nesimintiti! autobuzul 52, ma apropii de el in statia terminus, fiind in apropiere si cu genti grele. nu-mi deschide, aratandu-mi sa merg in statie p. alexandru cel bun si in aceeasi secunda porneste din loc. ajung la fuga, cu inima la gat in statie, ca sa inchida usile fix in fata mea! nu e unicul caz cand atitudinea soferilor lasa de dorit!",sofer,Comportament șofer / personal,atitudine,NEG,,NO,,
700a22408b,google_maps,CTP Iasi - Headquarters,5,Buses are really modern and clean!,buses are really modern and clean!,OTHER,Nedetectat,,POS,,YES,,
9e18adfed1,google_maps,CTP Iasi - Headquarters,1,"M-as bucura ca amenzile sa se dea la toti oamenii vizati fara bilet sau abonament valid in mijlocul de transport, nu doar selectiv, respectiv la cei cu gura mare si la concetatenii tarii noastre de culoare mai inchisa sa se treaca in mod nesimtit cu vederea. Ori suntem corecti si dam la toti ori nu mai dam deloc amenzi. Dar vorbesc despre Romania, unde oamenii civilizati sunt luati de prosti iar oamenii primitivi sunt ridicati si privilegiati.","m-as bucura ca amenzile sa se dea la toti oamenii vizati fara bilet sau abonament valid in mijlocul de transport, nu doar selectiv, respectiv la cei cu gura mare si la concetatenii tarii noastre de culoare mai inchisa sa se treaca in mod nesimtit cu vederea. ori suntem corecti si dam la toti ori nu mai dam deloc amenzi. dar vorbesc despre romania, unde oamenii civilizati sunt luati de prosti iar oamenii primitivi sunt ridicati si privilegiati.",bilet,Validare bilet / E-ticketing,bilet,NEG,,NO,,
e110ecbc75,google_maps,CTP Iasi - Headquarters,1,"Din 7 tramvaie au trecut prin statia targu cucu, 2 au fost defecte, 3 au fost cele de pe treseul 3 si unul traseul 8, sunteti niste amatori cu rablele voastre si organizarea!","din 7 tramvaie au trecut prin statia targu cucu, 2 au fost defecte, 3 au fost cele de pe treseul 3 si unul traseul 8, sunteti niste amatori cu rablele voastre si organizarea!",OTHER,Nedetectat,,NEG,,YES,,
505cf92e94,google_maps,CTP Iasi - Headquarters,1,"Biletele o dată compostate au o valabilitate de 120 minute; toate bune și frumoase atâta timp cât ora e 13:47 și pe bilet îți afișează 13:04. Mergem pe principiul ""ori suntem hoti, ori nu mai?""","biletele o dată compostate au o valabilitate de 120 minute; toate bune și frumoase atâta timp cât ora e 13:47 și pe bilet îți afișează 13:04. mergem pe principiul ""ori suntem hoti, ori nu mai?""",bilet,Validare bilet / E-ticketing,bilet,NEG,,NO,,
384e914020,google_maps,CTP Iasi - Headquarters,4,Asteptam si o modernizare a tramvaielor. Cele pe care le avem au devenit niste bucati de table ruginite in miscare.,asteptam si o modernizare a tramvaielor. cele pe care le avem au devenit niste bucati de table ruginite in miscare.,OTHER,Nedetectat,,POS,,YES,,
5c7b106dcc,google_maps,CTP Iasi - Headquarters,1,"Foarte slabe serviciile voastre, după ce că sunt slabe, mai și așteaptă lumea  câte 40-50 de minute după un 27. Să vă fie rușine!","foarte slabe serviciile voastre, după ce că sunt slabe, mai și așteaptă lumea câte 40-50 de minute după un 27. să vă fie rușine!",OTHER,Nedetectat,,NEG,,YES,,
5a3a7c15ac,google_maps,CTP Iasi - Headquarters,5,"se vad îmbunătățiri, sa sperăm ca este doar începutul.","se vad îmbunătățiri, sa sperăm ca este doar începutul.",OTHER,Nedetectat,,POS,,YES,,
0acef94948,google_maps,CTP Iasi - Headquarters,1,Vai de capul vostru de incompetenti... Sau mai bine vai de capul nostru de calatori. Un program nu exista (desi apare ceva la ei pe site) si nu poti avea incredere ca vine vreun bus cand ai nevoie. Soferii sunt niste magari. La pretul de 2 lei/bilet oferiti servicii de 2 bani :)) Of lume! :)),vai de capul vostru de incompetenti... sau mai bine vai de capul nostru de calatori. un program nu exista desi apare ceva la ei pe site si nu poti avea incredere ca vine vreun bus cand ai nevoie. soferii sunt niste magari. la pretul de 2 lei bilet oferiti servicii de 2 bani : of lume! :,bilet,Validare bilet / E-ticketing,bilet,NEG,,NO,,
7266472fab,google_maps,CTP Iasi - Headquarters,3,"Compania îşi îmbunătățeşte serviciile pe zi ce trece. Astept cu nerabdare noile tarife. Aş dori să fie înlocuite toate aparatele de taxare clasice cu cele electronice, pentru că foarte adesea cele vechi rup biletele sau nu le stampilează. Mai este de lucrat la modul în care conduc şoferii şi vatmanii. Ei trebuie să înțeleagă că transportă persoane şi nu marfă.","compania îşi îmbunătățeşte serviciile pe zi ce trece. astept cu nerabdare noile tarife. aş dori să fie înlocuite toate aparatele de taxare clasice cu cele electronice, pentru că foarte adesea cele vechi rup biletele sau nu le stampilează. mai este de lucrat la modul în care conduc şoferii şi vatmanii. ei trebuie să înțeleagă că transportă persoane şi nu marfă.",bilet,Validare bilet / E-ticketing,aparat,NEU,,YES,,
0cbf4d0d21,google_maps,CTP Iasi - Headquarters,5,Ma bucur sa vad ca CTP Iasi isi imbunatateste constant serviciile. Felicitari si la mai bine!,ma bucur sa vad ca ctp iasi isi imbunatateste constant serviciile. felicitari si la mai bine!,OTHER,Nedetectat,,POS,,YES,,
