review_id,input,aspect,text,fragment,sentiment,label
77,"aspect: frecventa. fragment: Aștept în stație 40 minute un autobuz, nimic. text: Servicii de proasta calitate într-un oraș atât de mare ! 
Azi, 2 noiembrie 2021, jale în tot orașul cu transportul in comun. Aștept în stație 40 minute un autobuz, nimic....Greva nu se anunță.
In tramvaiul 6, puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul. 
Banii ii luați dar biletul nu se da. Sigur pățesc așa multi...",frecventa,"Servicii de proasta calitate într-un oraș atât de mare ! 
Azi, 2 noiembrie 2021, jale în tot orașul cu transportul in comun. Aștept în stație 40 minute un autobuz, nimic....Greva nu se anunță.
In tramvaiul 6, puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul. 
Banii ii luați dar biletul nu se da. Sigur pățesc așa multi...","Aștept în stație 40 minute un autobuz, nimic",negativ,0
77,"aspect: informare_calatori. fragment: Greva nu se anunță. text: Servicii de proasta calitate într-un oraș atât de mare ! 
Azi, 2 noiembrie 2021, jale în tot orașul cu transportul in comun. Aștept în stație 40 minute un autobuz, nimic....Greva nu se anunță.
In tramvaiul 6, puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul. 
Banii ii luați dar biletul nu se da. Sigur pățesc așa multi...",informare_calatori,"Servicii de proasta calitate într-un oraș atât de mare ! 
Azi, 2 noiembrie 2021, jale în tot orașul cu transportul in comun. Aștept în stație 40 minute un autobuz, nimic....Greva nu se anunță.
In tramvaiul 6, puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul. 
Banii ii luați dar biletul nu se da. Sigur pățesc așa multi...",Greva nu se anunță,negativ,0
77,"aspect: validare_bilete. fragment: puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul, banii ii luați dar biletul nu se da. text: Servicii de proasta calitate într-un oraș atât de mare ! 
Azi, 2 noiembrie 2021, jale în tot orașul cu transportul in comun. Aștept în stație 40 minute un autobuz, nimic....Greva nu se anunță.
In tramvaiul 6, puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul. 
Banii ii luați dar biletul nu se da. Sigur pățesc așa multi...",validare_bilete,"Servicii de proasta calitate într-un oraș atât de mare ! 
Azi, 2 noiembrie 2021, jale în tot orașul cu transportul in comun. Aștept în stație 40 minute un autobuz, nimic....Greva nu se anunță.
In tramvaiul 6, puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul. 
Banii ii luați dar biletul nu se da. Sigur pățesc așa multi...","puneți mâna și alimentați cu hârtie aparatele de plata bilete cu cardul, banii ii luați dar biletul nu se da",negativ,0
79,"aspect: organizare. fragment: Proastă organizare a unităților de transport, zeci de minute de așteptat în stație. text: Proastă organizare a unităților de transport, zeci de minute de așteptat în stație, nu doar elevii au prioritate dimineața, ci și salariații!!!! Nemulțumirea este foarte mare! Să vă fie rușine!",organizare,"Proastă organizare a unităților de transport, zeci de minute de așteptat în stație, nu doar elevii au prioritate dimineața, ci și salariații!!!! Nemulțumirea este foarte mare! Să vă fie rușine!","Proastă organizare a unităților de transport, zeci de minute de așteptat în stație",negativ,0
80,"aspect: controlori. fragment: stau lângă mine, mă văd că se încarcă aplicația și sunt lângă aparatul de scanat codul QR, să-mi spună apoi că am mers jumătate de stație fără bilet, una dintre doamne a mers cu mine chiar la bancomat, să se asigure că scot banii, să și-i pună în buzunar. text: Controlorii CTP sunt sub orice critică, vorbesc cu tine de parcă lucrează la NASA, nu sunt niște simpli controlori de bilete. Am nimerit ieri două ""doamne"" în autobuz, stau lângă mine, mă văd că se încarcă aplicația și sunt lângă aparatul de scanat codul QR, să-mi spună apoi că am mers jumătate de stație fără bilet. Ar fi recomandat să-și pună ochelari dacă nu văd la câțiva centimetri distanță.
Și aș vrea să întreb unde se duc banii din amenzi? Una dintre ""doamne"" a mers cu mine chiar la bancomat, să se asigure că scot banii, să și-i pună în buzunar sau să-i împartă cu cealaltă ""doamnă"".
Nu recomand CTP tocmai pentru acest motiv. Angajați niște controlori mai profesioniști, că sunt sub ori critică. Și sper să mi se răspundă la întrebare, nu de alta, dar să știu cum abordez următoarea situație.",controlori,"Controlorii CTP sunt sub orice critică, vorbesc cu tine de parcă lucrează la NASA, nu sunt niște simpli controlori de bilete. Am nimerit ieri două ""doamne"" în autobuz, stau lângă mine, mă văd că se încarcă aplicația și sunt lângă aparatul de scanat codul QR, să-mi spună apoi că am mers jumătate de stație fără bilet. Ar fi recomandat să-și pună ochelari dacă nu văd la câțiva centimetri distanță.
Și aș vrea să întreb unde se duc banii din amenzi? Una dintre ""doamne"" a mers cu mine chiar la bancomat, să se asigure că scot banii, să și-i pună în buzunar sau să-i împartă cu cealaltă ""doamnă"".
Nu recomand CTP tocmai pentru acest motiv. Angajați niște controlori mai profesioniști, că sunt sub ori critică. Și sper să mi se răspundă la întrebare, nu de alta, dar să știu cum abordez următoarea situație.","stau lângă mine, mă văd că se încarcă aplicația și sunt lângă aparatul de scanat codul QR, să-mi spună apoi că am mers jumătate de stație fără bilet, una dintre doamne a mers cu mine chiar la bancomat, să se asigure că scot banii, să și-i pună în buzunar",negativ,0
81,"aspect: soferi_vatmani. fragment: cand te vad alergând si mai ai 2 pași sa ajungi, efectiv se uita la tine, închid usa si pleaca. text: Dc 90 la suta din șoferii de la CTP  cand te vad alergând si mai ai 2 pași sa ajungi,efectiv se uita la tine , închid usa si pleaca??????? Cat de meschin sa fii?? Sigur li se fac niste teste psihologice?? Ma indoiesc ...",soferi_vatmani,"Dc 90 la suta din șoferii de la CTP  cand te vad alergând si mai ai 2 pași sa ajungi,efectiv se uita la tine , închid usa si pleaca??????? Cat de meschin sa fii?? Sigur li se fac niste teste psihologice?? Ma indoiesc ...","cand te vad alergând si mai ai 2 pași sa ajungi, efectiv se uita la tine, închid usa si pleaca",negativ,0
82,aspect: punctualitate. fragment: Nu se respecta programul autobuzelor. text: Nu se respecta programul autobuzelor. Scoateți autobuzul  30 simplu și lăsați l doar pe 30 B.,punctualitate,Nu se respecta programul autobuzelor. Scoateți autobuzul  30 simplu și lăsați l doar pe 30 B.,Nu se respecta programul autobuzelor,negativ,0
83,"aspect: frecventa. fragment: tramvai 9 sa vina la 10 minute, pe ceas, venea full, în stație full si la urmatoarea aceeași poveste. text: Cum este posibil ca un tramvai 9 sa vina la 10 minute, pe ceas?? In condițiile in care deja venea full, în stație full si la urmatoarea aceeași poveste.
De asemenea, se presupune ca este pandemie și trebuie sa păstrăm distanta, iar noi stam ca sardinele in tramvai.
Pentru experienta de azi dimineata,0 stele!
Bataie de joc!",frecventa,"Cum este posibil ca un tramvai 9 sa vina la 10 minute, pe ceas?? In condițiile in care deja venea full, în stație full si la urmatoarea aceeași poveste.
De asemenea, se presupune ca este pandemie și trebuie sa păstrăm distanta, iar noi stam ca sardinele in tramvai.
Pentru experienta de azi dimineata,0 stele!
Bataie de joc!","tramvai 9 sa vina la 10 minute, pe ceas, venea full, în stație full si la urmatoarea aceeași poveste",negativ,0
83,"aspect: aglomeratie. fragment: stam ca sardinele in tramvai. text: Cum este posibil ca un tramvai 9 sa vina la 10 minute, pe ceas?? In condițiile in care deja venea full, în stație full si la urmatoarea aceeași poveste.
De asemenea, se presupune ca este pandemie și trebuie sa păstrăm distanta, iar noi stam ca sardinele in tramvai.
Pentru experienta de azi dimineata,0 stele!
Bataie de joc!",aglomeratie,"Cum este posibil ca un tramvai 9 sa vina la 10 minute, pe ceas?? In condițiile in care deja venea full, în stație full si la urmatoarea aceeași poveste.
De asemenea, se presupune ca este pandemie și trebuie sa păstrăm distanta, iar noi stam ca sardinele in tramvai.
Pentru experienta de azi dimineata,0 stele!
Bataie de joc!",stam ca sardinele in tramvai,negativ,0
84,aspect: organizare. fragment: Worst public transportation system of all the big cities in this country. text: Worst public transportation system of all the big cities in this country. Deplorable.,organizare,Worst public transportation system of all the big cities in this country. Deplorable.,Worst public transportation system of all the big cities in this country,negativ,0
86,"aspect: soferi_vatmani. fragment: tramvaiul nr 1, cand a oprit la stație, imediat a pornit, nici n-am reusit sa apas butonul, cred ca se grăbea șoferul. text: Chiar acum tramvaiul nr 1, cand a oprit la stație,  imediat a pornit, nici n-am reusit sa apas butonul, cred ca se grăbea șoferul.  

putine accidente avem? cum naibii sa pornești?  Si daca paseam cu un picior?  închidea usile si ma purta pe asfalt pana la următoarea stație? se ce șoferul bine asigura?  un adolescent în comă este puțin ?",soferi_vatmani,"Chiar acum tramvaiul nr 1, cand a oprit la stație,  imediat a pornit, nici n-am reusit sa apas butonul, cred ca se grăbea șoferul.  

putine accidente avem? cum naibii sa pornești?  Si daca paseam cu un picior?  închidea usile si ma purta pe asfalt pana la următoarea stație? se ce șoferul bine asigura?  un adolescent în comă este puțin ?","tramvaiul nr 1, cand a oprit la stație, imediat a pornit, nici n-am reusit sa apas butonul, cred ca se grăbea șoferul",negativ,0
86,"aspect: siguranta. fragment: cum naibii sa pornești? Si daca paseam cu un picior? închidea usile si ma purta pe asfalt pana la următoarea stație. text: Chiar acum tramvaiul nr 1, cand a oprit la stație,  imediat a pornit, nici n-am reusit sa apas butonul, cred ca se grăbea șoferul.  

putine accidente avem? cum naibii sa pornești?  Si daca paseam cu un picior?  închidea usile si ma purta pe asfalt pana la următoarea stație? se ce șoferul bine asigura?  un adolescent în comă este puțin ?",siguranta,"Chiar acum tramvaiul nr 1, cand a oprit la stație,  imediat a pornit, nici n-am reusit sa apas butonul, cred ca se grăbea șoferul.  

putine accidente avem? cum naibii sa pornești?  Si daca paseam cu un picior?  închidea usile si ma purta pe asfalt pana la următoarea stație? se ce șoferul bine asigura?  un adolescent în comă este puțin ?",cum naibii sa pornești? Si daca paseam cu un picior? închidea usile si ma purta pe asfalt pana la următoarea stație,negativ,0
87,aspect: soferi_vatmani. fragment: nu sunt atenți și pleacă repede din stații mai ales la tramvaie. text: nu sunt atenți și pleacă repede din stații mai ales la tramvaie.uneori pot pleca cu mana pasagerului și sa îl taraie .rusine,soferi_vatmani,nu sunt atenți și pleacă repede din stații mai ales la tramvaie.uneori pot pleca cu mana pasagerului și sa îl taraie .rusine,nu sunt atenți și pleacă repede din stații mai ales la tramvaie,negativ,0
87,aspect: siguranta. fragment: uneori pot pleca cu mana pasagerului și sa îl taraie. text: nu sunt atenți și pleacă repede din stații mai ales la tramvaie.uneori pot pleca cu mana pasagerului și sa îl taraie .rusine,siguranta,nu sunt atenți și pleacă repede din stații mai ales la tramvaie.uneori pot pleca cu mana pasagerului și sa îl taraie .rusine,uneori pot pleca cu mana pasagerului și sa îl taraie,negativ,0
88,"aspect: soferi_vatmani. fragment: Alerg să prind tramvaiul la capăt de linie, apăs de 10 ori pe buton, mai stau vreo 10 secunde și pleacă. text: Niște șoferi de-al dreptu nesimțiți.Alerg să prind tramvaiul la capăt de linie,apăs de 10 ori pe buton,mai stau vreo 10 secunde și pleacă.Nesimtire mare.",soferi_vatmani,"Niște șoferi de-al dreptu nesimțiți.Alerg să prind tramvaiul la capăt de linie,apăs de 10 ori pe buton,mai stau vreo 10 secunde și pleacă.Nesimtire mare.","Alerg să prind tramvaiul la capăt de linie, apăs de 10 ori pe buton, mai stau vreo 10 secunde și pleacă",negativ,0
90,"aspect: frecventa. fragment: câte jumătate de oră sa aștepți un autobuz, pe orice traseu, a devenit o obișnuință să treacă extrem de rar câte un autobuz. text: Cum sa se stea in fiecare zi câte jumătate de oră sa aștepți un autobuz, pe orice traseu și sa nu se ia masuri? Înțelegem, ore de vârf, aglomerația din anumite zone... Dar a devenit o obișnuință să treacă extrem de rar câte un autobuz...si acela plin, bineînțeles. Groaznice servicii oferiți în ultima vreme!",frecventa,"Cum sa se stea in fiecare zi câte jumătate de oră sa aștepți un autobuz, pe orice traseu și sa nu se ia masuri? Înțelegem, ore de vârf, aglomerația din anumite zone... Dar a devenit o obișnuință să treacă extrem de rar câte un autobuz...si acela plin, bineînțeles. Groaznice servicii oferiți în ultima vreme!","câte jumătate de oră sa aștepți un autobuz, pe orice traseu, a devenit o obișnuință să treacă extrem de rar câte un autobuz",negativ,0
90,"aspect: aglomeratie. fragment: acela plin, bineînțeles. text: Cum sa se stea in fiecare zi câte jumătate de oră sa aștepți un autobuz, pe orice traseu și sa nu se ia masuri? Înțelegem, ore de vârf, aglomerația din anumite zone... Dar a devenit o obișnuință să treacă extrem de rar câte un autobuz...si acela plin, bineînțeles. Groaznice servicii oferiți în ultima vreme!",aglomeratie,"Cum sa se stea in fiecare zi câte jumătate de oră sa aștepți un autobuz, pe orice traseu și sa nu se ia masuri? Înțelegem, ore de vârf, aglomerația din anumite zone... Dar a devenit o obișnuință să treacă extrem de rar câte un autobuz...si acela plin, bineînțeles. Groaznice servicii oferiți în ultima vreme!","acela plin, bineînțeles",negativ,0
91,"aspect: frecventa. fragment: 50-60 de minute, timpul de așteptare pentru un 27, o oră moartă pe traseul respectiv. text: 50-60 de minute, timpul de așteptare pentru un 27. Oră în care nu trece nici 41, nici 44, deci o oră moartã pe traseul respectiv. Când suni să faci reclamație ți se răspunde sec: domnul primar a dispus să circule autobuzele  din jumătate în jumătate de oră doar după ora 9. Mna. Oricui a fost ideea, felicitări. Ești ""omul "" zilei!",frecventa,"50-60 de minute, timpul de așteptare pentru un 27. Oră în care nu trece nici 41, nici 44, deci o oră moartã pe traseul respectiv. Când suni să faci reclamație ți se răspunde sec: domnul primar a dispus să circule autobuzele  din jumătate în jumătate de oră doar după ora 9. Mna. Oricui a fost ideea, felicitări. Ești ""omul "" zilei!","50-60 de minute, timpul de așteptare pentru un 27, o oră moartă pe traseul respectiv",negativ,0
91,"aspect: relatii_clienti. fragment: când suni să faci reclamație ți se răspunde sec: domnul primar a dispus să circule autobuzele din jumătate în jumătate de oră doar după ora 9. text: 50-60 de minute, timpul de așteptare pentru un 27. Oră în care nu trece nici 41, nici 44, deci o oră moartã pe traseul respectiv. Când suni să faci reclamație ți se răspunde sec: domnul primar a dispus să circule autobuzele  din jumătate în jumătate de oră doar după ora 9. Mna. Oricui a fost ideea, felicitări. Ești ""omul "" zilei!",relatii_clienti,"50-60 de minute, timpul de așteptare pentru un 27. Oră în care nu trece nici 41, nici 44, deci o oră moartã pe traseul respectiv. Când suni să faci reclamație ți se răspunde sec: domnul primar a dispus să circule autobuzele  din jumătate în jumătate de oră doar după ora 9. Mna. Oricui a fost ideea, felicitări. Ești ""omul "" zilei!",când suni să faci reclamație ți se răspunde sec: domnul primar a dispus să circule autobuzele din jumătate în jumătate de oră doar după ora 9,negativ,0
92,"aspect: frecventa. fragment: Autobuze care vin din 30 in 30 de minute pe orice ruta. text: Deplorabil... Cel mai prost serviciu de transport public. S-a redus numarul de autobuze? Autobuze care vin din 30 in 30 de minute pe orice ruta si supra mega aglomerate. Peste masura sa mergi din Tomesti in Pacurari ai nevoie de 2 h.
Nu luati masuri? Nu face nimeni nimic spre a fi mai bine, eventual reduceti numarul de autobuze ca nu aveti buget.",frecventa,"Deplorabil... Cel mai prost serviciu de transport public. S-a redus numarul de autobuze? Autobuze care vin din 30 in 30 de minute pe orice ruta si supra mega aglomerate. Peste masura sa mergi din Tomesti in Pacurari ai nevoie de 2 h.
Nu luati masuri? Nu face nimeni nimic spre a fi mai bine, eventual reduceti numarul de autobuze ca nu aveti buget.",Autobuze care vin din 30 in 30 de minute pe orice ruta,negativ,0
92,"aspect: aglomeratie. fragment: supra mega aglomerate. text: Deplorabil... Cel mai prost serviciu de transport public. S-a redus numarul de autobuze? Autobuze care vin din 30 in 30 de minute pe orice ruta si supra mega aglomerate. Peste masura sa mergi din Tomesti in Pacurari ai nevoie de 2 h.
Nu luati masuri? Nu face nimeni nimic spre a fi mai bine, eventual reduceti numarul de autobuze ca nu aveti buget.",aglomeratie,"Deplorabil... Cel mai prost serviciu de transport public. S-a redus numarul de autobuze? Autobuze care vin din 30 in 30 de minute pe orice ruta si supra mega aglomerate. Peste masura sa mergi din Tomesti in Pacurari ai nevoie de 2 h.
Nu luati masuri? Nu face nimeni nimic spre a fi mai bine, eventual reduceti numarul de autobuze ca nu aveti buget.",supra mega aglomerate,negativ,0
92,"aspect: organizare. fragment: S-a redus numarul de autobuze, nu luati masuri. text: Deplorabil... Cel mai prost serviciu de transport public. S-a redus numarul de autobuze? Autobuze care vin din 30 in 30 de minute pe orice ruta si supra mega aglomerate. Peste masura sa mergi din Tomesti in Pacurari ai nevoie de 2 h.
Nu luati masuri? Nu face nimeni nimic spre a fi mai bine, eventual reduceti numarul de autobuze ca nu aveti buget.",organizare,"Deplorabil... Cel mai prost serviciu de transport public. S-a redus numarul de autobuze? Autobuze care vin din 30 in 30 de minute pe orice ruta si supra mega aglomerate. Peste masura sa mergi din Tomesti in Pacurari ai nevoie de 2 h.
Nu luati masuri? Nu face nimeni nimic spre a fi mai bine, eventual reduceti numarul de autobuze ca nu aveti buget.","S-a redus numarul de autobuze, nu luati masuri",negativ,0
93,"aspect: frecventa. fragment: Timp de așteptare pentru un autobuz spre independentei 25 minute, trec doua spre canta unul după celălalt. text: Timp de așteptare pentru un autobuz spre independentei 25 minute?!? Dar trec doua spre canta unul după celălalt. Șoferii nu poarta masca și nu respecta calatorii!!",frecventa,Timp de așteptare pentru un autobuz spre independentei 25 minute?!? Dar trec doua spre canta unul după celălalt. Șoferii nu poarta masca și nu respecta calatorii!!,"Timp de așteptare pentru un autobuz spre independentei 25 minute, trec doua spre canta unul după celălalt",negativ,0
93,aspect: soferi_vatmani. fragment: Șoferii nu poarta masca și nu respecta calatorii. text: Timp de așteptare pentru un autobuz spre independentei 25 minute?!? Dar trec doua spre canta unul după celălalt. Șoferii nu poarta masca și nu respecta calatorii!!,soferi_vatmani,Timp de așteptare pentru un autobuz spre independentei 25 minute?!? Dar trec doua spre canta unul după celălalt. Șoferii nu poarta masca și nu respecta calatorii!!,Șoferii nu poarta masca și nu respecta calatorii,negativ,0
94,"aspect: validare_bilete. fragment: fata mea a compostat biletul la ora 7:50, iar pe el scrie clar 4:50. text: Puneți-vă angajații să își facă treaba! Fata mea a compostat acest bilet la ora 7:50, iar pe el scrie clar 4:50!! Dacă venea vreun controlor și primea amendă pe degeaba, nu o plătea șoferul care nu și-a făcut treaba! De ce nu îi verificați dacă își fac treaba? Doar aveți camere de supraveghere în autobuz și nu ar trebui decât să faceți câteva click-uri cu mouse-ul. V-ați schimbat voi numele dar tot incompetenți ați rămas!",validare_bilete,"Puneți-vă angajații să își facă treaba! Fata mea a compostat acest bilet la ora 7:50, iar pe el scrie clar 4:50!! Dacă venea vreun controlor și primea amendă pe degeaba, nu o plătea șoferul care nu și-a făcut treaba! De ce nu îi verificați dacă își fac treaba? Doar aveți camere de supraveghere în autobuz și nu ar trebui decât să faceți câteva click-uri cu mouse-ul. V-ați schimbat voi numele dar tot incompetenți ați rămas!","fata mea a compostat biletul la ora 7:50, iar pe el scrie clar 4:50",negativ,0
94,"aspect: organizare. fragment: De ce nu îi verificați dacă își fac treaba? Doar aveți camere de supraveghere în autobuz. text: Puneți-vă angajații să își facă treaba! Fata mea a compostat acest bilet la ora 7:50, iar pe el scrie clar 4:50!! Dacă venea vreun controlor și primea amendă pe degeaba, nu o plătea șoferul care nu și-a făcut treaba! De ce nu îi verificați dacă își fac treaba? Doar aveți camere de supraveghere în autobuz și nu ar trebui decât să faceți câteva click-uri cu mouse-ul. V-ați schimbat voi numele dar tot incompetenți ați rămas!",organizare,"Puneți-vă angajații să își facă treaba! Fata mea a compostat acest bilet la ora 7:50, iar pe el scrie clar 4:50!! Dacă venea vreun controlor și primea amendă pe degeaba, nu o plătea șoferul care nu și-a făcut treaba! De ce nu îi verificați dacă își fac treaba? Doar aveți camere de supraveghere în autobuz și nu ar trebui decât să faceți câteva click-uri cu mouse-ul. V-ați schimbat voi numele dar tot incompetenți ați rămas!",De ce nu îi verificați dacă își fac treaba? Doar aveți camere de supraveghere în autobuz,negativ,0
95,"aspect: aglomeratie. fragment: Autobuzele sunt pline, calatorii isi respira unii altora in fata. text: Autobuzele sunt pline, calatorii isi respira unii altora in fata. Ati putea sa le suplimentati macar la orele de varf sau sa terminati lucrarile la liniile de tramvai ca sa mai decongestionati traficul acolo unde este posibil. Iar purtarea mastii peste gura si peste nas este obligatorie pentru toti, inclusiv pentru controlori!",aglomeratie,"Autobuzele sunt pline, calatorii isi respira unii altora in fata. Ati putea sa le suplimentati macar la orele de varf sau sa terminati lucrarile la liniile de tramvai ca sa mai decongestionati traficul acolo unde este posibil. Iar purtarea mastii peste gura si peste nas este obligatorie pentru toti, inclusiv pentru controlori!","Autobuzele sunt pline, calatorii isi respira unii altora in fata",negativ,0
95,"aspect: frecventa. fragment: suplimentati macar la orele de varf. text: Autobuzele sunt pline, calatorii isi respira unii altora in fata. Ati putea sa le suplimentati macar la orele de varf sau sa terminati lucrarile la liniile de tramvai ca sa mai decongestionati traficul acolo unde este posibil. Iar purtarea mastii peste gura si peste nas este obligatorie pentru toti, inclusiv pentru controlori!",frecventa,"Autobuzele sunt pline, calatorii isi respira unii altora in fata. Ati putea sa le suplimentati macar la orele de varf sau sa terminati lucrarile la liniile de tramvai ca sa mai decongestionati traficul acolo unde este posibil. Iar purtarea mastii peste gura si peste nas este obligatorie pentru toti, inclusiv pentru controlori!",suplimentati macar la orele de varf,negativ,0
98,aspect: organizare. fragment: Totul trebuie îmbunătățit. De la director la ultima piuliță de la cel mai vechi tramvai. text: Totul. Totul trebuie îmbunătățit. De la director la ultima piuliță de la Cel mai vechi tramvai.,organizare,Totul. Totul trebuie îmbunătățit. De la director la ultima piuliță de la Cel mai vechi tramvai.,Totul trebuie îmbunătățit. De la director la ultima piuliță de la cel mai vechi tramvai,negativ,0
99,"aspect: validare_bilete. fragment: nu aveți case deschise, aparatele nu vă merg, în aplicație nu pot lua abonament pentru 30 de zile. Merg jumătate de oraș pentru un abonament sau un set de bilete. text: Da-o in mă-sa, nu aveți case deschise, aparatele nu vă merg, în aplicație nu pot lua abonament pentru 30 de zile. Merg jumătate de oraș pentru un abonament sau un set de bilete.",validare_bilete,"Da-o in mă-sa, nu aveți case deschise, aparatele nu vă merg, în aplicație nu pot lua abonament pentru 30 de zile. Merg jumătate de oraș pentru un abonament sau un set de bilete.","nu aveți case deschise, aparatele nu vă merg, în aplicație nu pot lua abonament pentru 30 de zile. Merg jumătate de oraș pentru un abonament sau un set de bilete",negativ,0
100,"aspect: soferi_vatmani. fragment: mi se inchide usa in fata, autobuzul pornit, nu-mi deschide usa, imi transmite sa cobor d******i mai repede. text: Buna seara. Astazi, 15.08.2020, in jurul orei 23.00, am ajuns la Capat Dancu, in statia de tramvai, mergând cu cursa speciala ce merge înspre Dancu.. Eram impreuna cu sora mea si cu logodnica mea, ajungem in statie, moment in care le las pe ele doua sa coboare, iar in clipa in care dau si eu sa cobor, mi se inchide usa in fata, imi retrag repede piciorul incat sa nu-mi fie prins intre cele doua usi, iar autobuzul incepe usor a merge, pleca.. In acel moment am tot încercat sa apăs pe fiece buton încât sa mi se poata deschide usa si sa cobor... Usa nu s-a deschis iar autobuzul a pornit.. Incep sa-l strig pe soferul in cauza, sa-l rog sa-mi deschida usa, moment in care el mi-a raspuns cu nonșalanță, initial, sa ma îndrept spre ieșirea din mijloc, eu fiind in partea din spate a masini.. Ma îndrept repede spre ieșirea din mijloc iar acesta tot nu-mi deschide usa.. Incerc iarasi sa insist, ca mai apoi, speriat fiind si totodata indignat, nervos, pe situația in cauza, am ridicat vocea incat sa ma auda soferul si l-am rugat din nou sa oprească mijlocul de transport... Acesta imi raspunde cu "" nu se coboară aici! "" , fapt ce m-a deranjat si mai tare si i-am spus acestuia ca am vrut, dat, sa cobor in Dancu, dar ca acesta mi-a închis usa in nas, si am insistat din nou, mai tare, ca acesta sa-mi deschisă usa... Intr-un final ma lasa la o oarecare distanta si imi transmite sa "" cobor d******i mai repede.. 
Nu mi se pare normal sa se întâmple astfel de situații in cadrul unei firme de transport public ce ar trebui, teoretic, sa ofere călătorilor ideea de siguranta, cat si călătoria intr-un mediu decent, si totodata nu este deloc ok faptul ca am ajuns sa fiu jignit, fara moriv, de acest individ, mai ales avand in vedere cati bani investeste fiece persoana in aceasta firma, lunar, incat sa poata calatori... 
Aceasta nu este prima situatie de genul peste care am dat in cadrul Ctp-ului, dar garantat o sa fie ultima. 
Din pacate o sa fiu nevoit sa fac o plângere, reclamatie, in urma acestor intamplari pentru ca nu este deloc ok ce s-a intamplat.... Si daca nu se întâmplă nimic, in caz contrar, sunt dispus sa merg mai departe.",soferi_vatmani,"Buna seara. Astazi, 15.08.2020, in jurul orei 23.00, am ajuns la Capat Dancu, in statia de tramvai, mergând cu cursa speciala ce merge înspre Dancu.. Eram impreuna cu sora mea si cu logodnica mea, ajungem in statie, moment in care le las pe ele doua sa coboare, iar in clipa in care dau si eu sa cobor, mi se inchide usa in fata, imi retrag repede piciorul incat sa nu-mi fie prins intre cele doua usi, iar autobuzul incepe usor a merge, pleca.. In acel moment am tot încercat sa apăs pe fiece buton încât sa mi se poata deschide usa si sa cobor... Usa nu s-a deschis iar autobuzul a pornit.. Incep sa-l strig pe soferul in cauza, sa-l rog sa-mi deschida usa, moment in care el mi-a raspuns cu nonșalanță, initial, sa ma îndrept spre ieșirea din mijloc, eu fiind in partea din spate a masini.. Ma îndrept repede spre ieșirea din mijloc iar acesta tot nu-mi deschide usa.. Incerc iarasi sa insist, ca mai apoi, speriat fiind si totodata indignat, nervos, pe situația in cauza, am ridicat vocea incat sa ma auda soferul si l-am rugat din nou sa oprească mijlocul de transport... Acesta imi raspunde cu "" nu se coboară aici! "" , fapt ce m-a deranjat si mai tare si i-am spus acestuia ca am vrut, dat, sa cobor in Dancu, dar ca acesta mi-a închis usa in nas, si am insistat din nou, mai tare, ca acesta sa-mi deschisă usa... Intr-un final ma lasa la o oarecare distanta si imi transmite sa "" cobor d******i mai repede.. 
Nu mi se pare normal sa se întâmple astfel de situații in cadrul unei firme de transport public ce ar trebui, teoretic, sa ofere călătorilor ideea de siguranta, cat si călătoria intr-un mediu decent, si totodata nu este deloc ok faptul ca am ajuns sa fiu jignit, fara moriv, de acest individ, mai ales avand in vedere cati bani investeste fiece persoana in aceasta firma, lunar, incat sa poata calatori... 
Aceasta nu este prima situatie de genul peste care am dat in cadrul Ctp-ului, dar garantat o sa fie ultima. 
Din pacate o sa fiu nevoit sa fac o plângere, reclamatie, in urma acestor intamplari pentru ca nu este deloc ok ce s-a intamplat.... Si daca nu se întâmplă nimic, in caz contrar, sunt dispus sa merg mai departe.","mi se inchide usa in fata, autobuzul pornit, nu-mi deschide usa, imi transmite sa cobor d******i mai repede",negativ,0
